"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Data Protection","ZoneCentral (Version Q2021.1)","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","08/23/2022","08/23/2027","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_39fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2022_39fr.pdf","","","",""
"Data Protection","Galleon Embedded Computing XSR and G1 Hardware Encryption Layer","Galleon Embedded Computing","US","None","CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E","07/28/2022","07/28/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11272-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11272-st.pdf","","","",""
"Data Protection","Galleon Embedded Computing XSR and G1 Software Encryption Layer","Galleon Embedded Computing","US","None","CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E","07/28/2022","07/28/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11273-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11273-st.pdf","","","",""
"Data Protection","X-PHY AI Cyber Secure SSD, FAMP1.00","Flexxon Pte Ltd","SG","EAL2+,ALC_FLR.2","","04/17/2022","04/17/2027","http://commoncriteriaportal.org:443/files/epfiles/[CER] Certificate Report - Flexxon X-PHY AI Cyber Secure SSD.pdf","http://commoncriteriaportal.org:443/files/epfiles/[DD] Flexxon_XPHY_ST v1.2.pdf","","","",""
"Data Protection","YOUTech256SKI Token (v2.5) and YOUTech256SKI Cipher System (v9.78 build 504) with Secret Key Infrastructure","You Tech Solutions Sdn Bhd","MY","EAL2","","02/17/2022","02/17/2027","http://commoncriteriaportal.org:443/files/epfiles/ISCB-3-RPT-C123-CR-v1.pdf","http://commoncriteriaportal.org:443/files/epfiles/YOUTECH256SKI Security Target-1.0.pdf","","","",""
"Data Protection","D'Amo Agent v4.0","PENTA SECURITY SYSTEMS INC.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","11/04/2021","11/04/2026","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-62 D'Amo Agent v4.0(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/D'Amo_Agent_v4.0_Security_target_v1.3.pdf","","","",""
"Data Protection","Securaze Eraser Engine version 2.0","Securaze AG","SG","EAL2+,ALC_FLR.2","","08/12/2021","08/12/2026","http://commoncriteriaportal.org:443/files/epfiles/Securaze EE - Certificate Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/SECURAZE-Engine_ST v4.0.pdf","","","",""
"Data Protection","Zed! Version Q.2020.1","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","07/13/2021","07/13/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_33fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/cible_anssi-cc-2021_33.pdf","","","",""
"Data Protection","Huawei OceanStor Dorado V6 Series Storage System Software v 6.0.1","Huawei Technologies Co., Ltd.","ES","EAL3+,ALC_FLR.2","","06/08/2021","06/08/2026","http://commoncriteriaportal.org:443/files/epfiles/2020-17-BOE-A-2021-9460.pdf","http://commoncriteriaportal.org:443/files/epfiles/2020-17-ST.pdf","","","",""
"Data Protection","HEDES v1.0","HumaneSystem Co., Ltd","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","03/17/2021","03/17/2026","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-14 HEDES v1.0(eng) V1.00.pdf","http://commoncriteriaportal.org:443/files/epfiles/hds_st_005(eng).pdf","","","",""
"Data Protection","ShadowCube V7.0","Duruan Co., Ltd","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","03/09/2021","03/09/2026","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-10 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/ShadowCube V7.0 Security Target V1.9.pdf","","","",""
"Data Protection","CipherDrive v1.2.2","KLC Group LLC","CA","None","CPP_FDE_AA_V2.0E","02/17/2021","02/17/2026","http://commoncriteriaportal.org:443/files/epfiles/511-LSS CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.1.pdf","01/20/2023","CipherDrive v1.2.3","http://commoncriteriaportal.org:443/files/epfiles/511-LSS MR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.3.pdf"
"Data Protection","CipherDrive v1.2.2","KLC Group LLC","CA","None","CPP_FDE_AA_V2.0E","02/17/2021","02/17/2026","http://commoncriteriaportal.org:443/files/epfiles/511-LSS CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.1.pdf","","","",""
"Data Protection","DiskCrypt M10 (Enterprise) Version M321P32J1E1","ST Engineering Electronics","SG","EAL2","","02/01/2021","02/01/2026","http://commoncriteriaportal.org:443/files/epfiles/DiskCrypt M10 (Enterprise) Certification Report v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M10 (Enterprise) v1.0 17Feb2020.pdf","","","",""
"Data Protection","KSignSecureDB V3.6","KSign Co., LTD.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","12/03/2020","12/03/2025","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1059-2020_KSignSecureDB V3.6.pdf","http://commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.6 Security Target V1.10.pdf","","","",""
"Data Protection","CubeOne V2.5 SP1","eGlobal Systems Co., Ltd","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","11/26/2020","11/26/2025","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-20-68 CubeOne V2.5 SP1(eng) V1.00.pdf","http://commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.3_SP1_ENG.pdf","","","",""
"Data Protection","ZoneCentral version 6.2, build 3030","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","10/23/2020","10/23/2025","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_31fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_31fr.pdf","","","",""
"Data Protection","McAfee Change Control and Application Control 8.3.0 with ePolicy Orchestrator 5.10.0","McAfee, LLC.","CA","EAL2+,ALC_FLR.2","","10/16/2020","10/16/2025","http://commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 ST McAfee ACCC 8.3.0.pdf","","","",""
"Data Protection","EdgeDB v4.0","SECUCEN Co., Ltd.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","10/06/2020","10/06/2025","http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-60] Certifiation Report(EdgeDB v4.0).pdf","http://commoncriteriaportal.org:443/files/epfiles/EdgeDB v4.0_Security_Target(ST)_Public_v1.5.pdf","","","",""
"Data Protection","MagicDBPlus v2.0","Dreamsecurity Co., Ltd.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","09/08/2020","09/08/2025","http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-56] Certifiation Report(MagicDBPlus v2.0).pdf","http://commoncriteriaportal.org:443/files/epfiles/MagicDBPlus_v2.0_ST_v1.3_En.pdf","","","",""
"Data Protection","Youwipe Erasure Tool 4 with WipeCenter 4","AllWipe Oy Ltd.","NL","EAL3+,ALC_FLR.1","","08/12/2020","08/12/2025","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0114526-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/YouWipe_Common_Criteria_EAL3_ST_V6.0.pdf","","","",""
"Data Protection","Amaris Data Diode for Air Gap (ADD-GAP) v2.0.112","Advanced Product Design Sdn. Bhd.","MY","EAL2","","06/25/2020","06/24/2025","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C110-CR-v1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Amaris Data Diode For Air Gap (ADD-GAP) Security Target-1.0.pdf","","","",""
"Data Protection","TZ v2.4","Tecnobit, grupo Oesia","ES","EAL2+,ALC_FLR.1","","06/12/2020","06/12/2025","http://commoncriteriaportal.org:443/files/epfiles/2018-54-INF-3132.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-54-ST.pdf","","","",""
"Data Protection","Blancco Drive Eraser v6.9.1","Blancco Technology Group","AU","EAL2","","06/05/2020","06/05/2025","http://commoncriteriaportal.org:443/files/epfiles/ACSC Certifcation Report EFT-T008 Blancco Drive Eraser EAL2.pdf","http://commoncriteriaportal.org:443/files/epfiles/Blancco Drive Eraser v6.9.1 ST v6.0.pdf","","","",""
"Data Protection","D'Guard v3.0","INEB Inc.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","05/20/2020","05/20/2025","http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-30] Certifiation Report(D'Guard v3.0).pdf","http://commoncriteriaportal.org:443/files/epfiles/D'Guard_v3.0_ST_EN_v1.5.pdf","","","",""
"Data Protection","BooleBox On Premises V 4.2","Boole Server S.r.l.","IT","EAL2+,ALC_FLR.2","","04/23/2020","04/23/2025","http://commoncriteriaportal.org:443/files/epfiles/rc_boolebox_42_v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_boolebox_42_v1.5.pdf","","","",""
"Data Protection","Petra Cipher V3.2","SINSIWAY Co., LTD.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","04/02/2020","04/02/2025","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_CR_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_ST_EN.pdf","","","",""
"Data Protection","Samsung SDS Database Encryption v1.0","Samsung SDS Co., Ltd","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","03/03/2020","03/03/2025","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_CR_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_ST_EN.PDF","","","",""
"Data Protection","Hancom xDB V2.8","Hancom With Inc.","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","11/15/2019","11/15/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-69 Hancom xDB V2.8(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/Hancom xDB V2.8_Security Target(ST)_v1.10.pdf","","","",""
"Data Protection","Document Security V5.0","SoftCamp Co., Ltd.","KR","None","KECS-PP-0821-2017 DOCUMENT ENCRYPTION V1.0","11/05/2019","11/05/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_CR_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_ST_EN.pdf","","","",""
"Data Protection","Document SAFER Blue 2","Mark Any.","KR","None","KECS-PP-0821-2017 DOCUMENT ENCRYPTION V1.0","09/26/2019","09/26/2024","http://commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf","http://commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf","","","",""
"Data Protection","KSignSecureDB V3.5","KSign Co., LTD.","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","08/27/2019","08/27/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-51 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.5 Security Target V1.7.pdf","","","",""
"Data Protection","Cohesity DataPlatform and DataProtect V6.0.1","Cohesity Inc.","MY","EAL2+,ALC_FLR.1","","08/19/2019","08/19/2024","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf","05/18/2020","Cohesity DataPlatform & DataProtect v6.3.1e","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-M013-AMR-v1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_05082020_v1.3.pdf"
"Data Protection","Cohesity DataPlatform and DataProtect V6.0.1","Cohesity Inc.","MY","EAL2+,ALC_FLR.1","","08/19/2019","08/19/2024","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf","","","",""
"Data Protection","D&rsquo;Amo v4.0","PENTA SECURITY SYSTEMS INC.","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","06/25/2019","07/25/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_CR_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_ST_EN.pdf","","","",""
"Data Protection","McAfee Data Loss Prevention 11.1 with ePolicy Orchestrator 5.10","McAfee, LLC.","CA","EAL2+,ALC_FLR.2","","05/14/2019","05/14/2024","http://commoncriteriaportal.org:443/files/epfiles/383-4-477 CR v1.0e.pdf","http://commoncriteriaportal.org:443/files/epfiles/383-4-477 MFE DLP 11-1 ST 10 (190508).pdf","","","",""
"Data Protection","WipeDrive v9.1","WhiteCanyon Software","IT","EAL2+,ALC_FLR.2,ASE_TSS.2","","03/27/2019","03/27/2024","http://commoncriteriaportal.org:443/files/epfiles/cr_wipedrive_91_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_wipedrive_91_v1.3.pdf","","","",""
"Data Protection","CryptoFlow Net Creator v5.3 Software with CEP220, CEP250, CEP300, CEP420, and CEP520 running CEP v5.3 Firmware","Certes Network, Inc.","IT","EAL4+,ALC_FLR.3","","03/13/2019","03/13/2024","http://commoncriteriaportal.org:443/files/epfiles/cr_cryptoflow_53_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_cyptoflow_53_v0.7.pdf","","","",""
"Data Protection","SafeDB V4.0","INITECH","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","03/11/2019","03/11/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-14 SafeDB V4.0(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/CCP.C_SB40_Security_Target_V1.6.pdf","","","",""
"Data Protection","CubeOne V2.5","eGlobal Systems Co., Ltd","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","03/04/2019","03/04/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-12 CubeOne V2.5(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.2_ENG.pdf","","","",""
"Data Protection","PrivacyDB V2.0","OWL Systems Inc.","KR","None","KECS-PP-0820-2017 DB ENCRYPTION V1.0","02/21/2019","02/21/2024","http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-06 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/0.[OWL] Security Target(ST)_V1.10_(19.01.11).pdf","","","",""
"Data Protection","DiskCrypt M100 &#x28;Enterprise&#x29; ID&#x3a;9910-8000-1239 Ver&#x3a;M253P15AO206","ST Engineering Electronics","SG","EAL2","","02/01/2019","07/23/2023","http://commoncriteriaportal.org:443/files/epfiles/[CER] DC CERTIFICATION REPORT v2.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M100 (Enterprise) v2.0.pdf","","","",""
"Data Protection","McAfee Policy Auditor 6.4 with ePolicy Orchestrator 5.10","McAfee, LLC.","CA","EAL2+,ALC_FLR.2","","11/05/2018","11/05/2023","http://commoncriteriaportal.org:443/files/epfiles/383-4-455 CR v1.1.pdf","http://commoncriteriaportal.org:443/files/epfiles/McAfee PA 64 EAL2 ST 10.pdf","","","",""
"Data Protection","NetIQ® Sentinel™ 8.1 - Sentinel Server v.8.1.0.1.4309, Data Collector v.8.1.0.1.4309, Correlation Engine v.8.1.0.1.4309","NetIQ Corporation","SE","EAL3,ALC_FLR.1","","10/12/2018","10/12/2023","http://commoncriteriaportal.org:443/files/epfiles/Certification Report NetIQ Sentinel.pdf","http://commoncriteriaportal.org:443/files/epfiles/Sentinel 8.1 ST v2.0.pdf","","","",""
"Data Protection","Good Work System","Good Technology, Inc.","NO","EAL4+,ALC_FLR.1","","12/09/2015","","http://commoncriteriaportal.org:443/files/epfiles/20151209_S-063_CR_v.1.0_GoodWork.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST GW_Release_1.pdf","","","",""
"Databases","Huawei GaussDB(openGauss) Database Management System (DBMS) V500R001C20SPC100+V500R001C20HP1015","Huawei Technologies Co., Ltd.","NL","EAL4+,ALC_FLR.2","DBMS_PP","08/31/2022","08/31/2027","http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0392006-cr-final.pdf","http://commoncriteriaportal.org:443/files/epfiles/huawei-gaussdb-kernel-v500r001c20spc100-security-target-v0.18.pdf","","","",""
"Databases","Microsoft SQL Server 2019 Database Engine Enterprise Edition x64 (English), version 15.0.4178.1","Microsoft Corporation","ES","EAL4+,ALC_FLR.3","DBMS_PP_EP_AH,DBMS_PPV2.12","04/19/2022","04/19/2027","http://commoncriteriaportal.org:443/files/epfiles/2019-45-INF-3781.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-45-ST.pdf","","","",""
"Databases","Huawei GaussDB 200 version 6.5.1 build e3690037","Huawei Technologies Co., Ltd.","ES","EAL2+,ALC_FLR.2","DBMS_PP","03/22/2022","03/22/2027","http://commoncriteriaportal.org:443/files/epfiles/2019-32-INF-3664.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-32-ST.pdf","","","",""
"Databases","Oracle Database 19c Enterprise Edition (with Database Vault, Multitenant and Label Security)","Oracle Corporation","SE","EAL2,ALC_FLR.2","DBMS_PPV2.12","06/24/2021","06/24/2026","http://commoncriteriaportal.org:443/files/epfiles/Certification Report OracleDB19c.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST Oracle DB19.pdf","","","",""
"Databases","Crunchy Certified PostgreSQL 12.5","Crunchy Data Solutions Inc.","CA","EAL2+,ALC_FLR.2","DBMS_PPV2.12","03/16/2021","03/16/2026","http://commoncriteriaportal.org:443/files/epfiles/516 LSS CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/Security Target - Crunchy Certified PostgreSQL 12 - v1.8 - 515-LSS.pdf","","","",""
"Databases","Huawei GaussDB 100 Version V300R001C00B300 Release 3da6647","Huawei Technologies Co. Ltd.","ES","EAL2+,ALC_FLR.2","DBMS_PPV2.12","01/03/2021","01/03/2026","http://commoncriteriaportal.org:443/files/epfiles/2019-20-INF-3379.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-20_ST.pdf","","","",""
"Databases","Microsoft SQL Server 2019 Database Engine Enterprise Edition x64 (English), version 15.0.4033.1","Microsoft Corporation","ES","EAL2+,ALC_FLR.2","DBMS_PP_EP_AH,DBMS_PPV2.12","10/17/2020","10/17/2025","http://commoncriteriaportal.org:443/files/epfiles/2019-44-INF-3227.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-44-ST.pdf","","","",""
"Databases","Microsoft SQL Server 2019 on Linux Database Engine Enterprise Edition x64 (English), version 15.0.4033.1","Microsoft Corporation","ES","EAL2+,ALC_FLR.2","DBMS_PP_EP_AH,DBMS_PPV2.12","10/13/2020","10/13/2025","http://commoncriteriaportal.org:443/files/epfiles/2019-43-INF-3225.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-43-ST.pdf","","","",""
"Databases","Microsoft SQL Server 2017 Database Engine Enterprise Edition x64 &#x28;English&#x29; Version 14.0.3223.3","Microsoft Corporation","DE","EAL4+,ALC_FLR.2","DBMS_PPV2.12","01/27/2020","01/27/2025","http://commoncriteriaportal.org:443/files/epfiles/1050a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1050b_pdf.pdf","","","",""
"Databases","Oracle Database 12c Release 2 Enterprise Edition (with Database Vault and Multitenant)","Oracle Corporation","SE","EAL2,ALC_FLR.2","DBMS_PPV2.12","12/18/2018","12/18/2023","http://commoncriteriaportal.org:443/files/epfiles/Certification Report - Oracle DB12c R2.pdf","http://commoncriteriaportal.org:443/files/epfiles/Oracle DB12c R2 ST v1.4.pdf","","","",""
"Detection Devices and Systems","Re-evaluering av NetIQ® Sentinel™ 8.5.1.0","OpenText","SE","EAL3+,ALC_FLR.1","","02/27/2023","02/27/2028","http://commoncriteriaportal.org:443/files/epfiles/Certification Report - Sentinel 8.5.1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/Sentinel 8.5.1.0 ST v0.15 final.pdf","","","",""
"Detection Devices and Systems","GLORIA 5.6.0","S2 Grupo de Organización en procesos organizativos","ES","EAL2+,ALC_FLR.1","","08/20/2021","08/20/2026","http://commoncriteriaportal.org:443/files/epfiles/2019-38-INF-3595.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-38-ST_v1.9.pdf","","","",""
"Detection Devices and Systems","HAVELSAN GÖZCÜ v1.0.3","Havelsan Hava Elektronik San. ve Tic. A.&#x15e;.","TR","EAL4+,ALC_FLR.1","","08/13/2021","08/13/2024","http://commoncriteriaportal.org:443/files/epfiles/95-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/95-ST.pdf","","","",""
