id,category,name,manufacturer,scheme,assurance_level,protection_profile,certification_id,certification_date,archived_date,certification_report_url,security_target_url,maintenance_date,maintenance_title,maintenance_report,maintenance_st,conformance_claim,cctl,remark
61,"Boundary Protection Devices and Systems","Thales Trusted Security Filter TSF201","Thales Norway AS",NO,"EAL5,ALC_FLR.3",NULL,NULL,02/01/2016,NULL,"http://commoncriteriaportal.org:443/files/epfiles/20160201 SERTIT-060 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/3AQ 25940 AAAA 377 EN Security Target for TSF 201 ed  2.pdf",06/23/2021,"Maintenance of Thales Trusted Security Filter TSF201","http://commoncriteriaportal.org:443/files/epfiles/SERTIT-060 MR v 2.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/3AQ 25940 AAAA 377 Security Target for TSF 201 v4.pdf",NULL,NULL,NULL
62,"Boundary Protection Devices and Systems","Thales Trusted Security Filter TSF201","Thales Norway AS",NO,"EAL5,ALC_FLR.3",NULL,NULL,02/01/2016,NULL,"http://commoncriteriaportal.org:443/files/epfiles/20160201 SERTIT-060 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/3AQ 25940 AAAA 377 EN Security Target for TSF 201 ed  2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,"Data Protection","D'Amo v5.0","PENTA SECURITY SYSTEMS INC.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,06/15/2023,06/15/2028,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-23-40 D'Amo v5.0 (eng)1246.pdf","http://commoncriteriaportal.org:443/files/epfiles/DAmo v5.0 Secutiry Target v1.2(eng).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,"Data Protection","ubCUBE v3.7","Iqpad, Inc.",KR,NULL,"KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1",NULL,04/28/2023,04/28/2028,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1236-2023_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1236-2023_ST_EN.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,"Data Protection","Echelon V3.5","UbimInfo Co., Ltd.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,03/17/2023,03/17/2028,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-23-12 Echelon V3.5 (eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/Echelon V3.5-ASE.1-ST-r1.2(EN).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,"Data Protection","PrivacyDB V2.1","OWL Systems Inc.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,01/10/2023,01/10/2028,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1210-2023_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1210-2023_ST_EN.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,"Data Protection","FED 5 SP1","Fasoo Co., Ltd.",KR,NULL,"KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1",NULL,01/02/2023,01/02/2028,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-23-01 Certification Report(FED 5 SP1).pdf","http://commoncriteriaportal.org:443/files/epfiles/FED 5 SP1_ST_1.2_en.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,"Data Protection","Document Security V6.0","SoftCamp Co., Ltd.",KR,NULL,"KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1",NULL,12/14/2022,12/14/2027,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-22-61 Certification Report(Document Security V6.0) R0.pdf","http://commoncriteriaportal.org:443/files/epfiles/Document Security V6.0_Security Target_V1.2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,"Data Protection","Spiceware DBE v2.0","Spiceware Co., Ltd.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,09/02/2022,09/02/2027,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-22-40 Spiceware DBE v2.0(eng) rev5.pdf","http://commoncriteriaportal.org:443/files/epfiles/Spiceware DBE v2.0-Security Target_v1.4 (fin).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,"Data Protection","Cryhod Version Q2021.2","PrimX Technologies",FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",PP_DCSSI_MASS_STORAGE_ENCRYPT_APP_V1.4,NULL,08/27/2022,06/27/2027,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_35fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2022_35fr.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,"Data Protection","Zed! Version Q.2021.1","PrimX Technologies",FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",NULL,NULL,08/23/2022,08/23/2027,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_40fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2022_40fr.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,"Data Protection","ZoneCentral (Version Q2021.1)","PrimX Technologies",FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",NULL,NULL,08/23/2022,08/23/2027,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2022_39fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2022_39fr.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,"Data Protection","Galleon Embedded Computing XSR and G1 Hardware Encryption Layer","Galleon Embedded Computing",US,NULL,"CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E",NULL,07/28/2022,07/28/2024,http://commoncriteriaportal.org:443/files/epfiles/st_vid11272-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11272-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,"Data Protection","Galleon Embedded Computing XSR and G1 Software Encryption Layer","Galleon Embedded Computing",US,NULL,"CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E",NULL,07/28/2022,07/28/2024,http://commoncriteriaportal.org:443/files/epfiles/st_vid11273-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11273-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,"Data Protection","X-PHY AI Cyber Secure SSD, FAMP1.00","Flexxon Pte Ltd",SG,"EAL2+,ALC_FLR.2",NULL,NULL,04/17/2022,04/17/2027,"http://commoncriteriaportal.org:443/files/epfiles/[CER] Certificate Report - Flexxon X-PHY AI Cyber Secure SSD.pdf","http://commoncriteriaportal.org:443/files/epfiles/[DD] Flexxon_XPHY_ST v1.2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,"Data Protection","YOUTech256SKI Token (v2.5) and YOUTech256SKI Cipher System (v9.78 build 504) with Secret Key Infrastructure","You Tech Solutions Sdn Bhd",MY,EAL2,NULL,NULL,02/17/2022,02/17/2027,http://commoncriteriaportal.org:443/files/epfiles/ISCB-3-RPT-C123-CR-v1.pdf,"http://commoncriteriaportal.org:443/files/epfiles/YOUTECH256SKI Security Target-1.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,"Data Protection","D'Amo Agent v4.0","PENTA SECURITY SYSTEMS INC.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,11/04/2021,11/04/2026,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-62 D'Amo Agent v4.0(eng).pdf",http://commoncriteriaportal.org:443/files/epfiles/D'Amo_Agent_v4.0_Security_target_v1.3.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,"Data Protection","Securaze Eraser Engine version 2.0","Securaze AG",SG,"EAL2+,ALC_FLR.2",NULL,NULL,08/12/2021,08/12/2026,"http://commoncriteriaportal.org:443/files/epfiles/Securaze EE - Certificate Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/SECURAZE-Engine_ST v4.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,"Data Protection","Zed! Version Q.2020.1","PrimX Technologies",FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",NULL,NULL,07/13/2021,07/13/2026,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_33fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/cible_anssi-cc-2021_33.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,"Data Protection","Huawei OceanStor Dorado V6 Series Storage System Software v 6.0.1","Huawei Technologies Co., Ltd.",ES,"EAL3+,ALC_FLR.2",NULL,NULL,06/08/2021,06/08/2026,http://commoncriteriaportal.org:443/files/epfiles/2020-17-BOE-A-2021-9460.pdf,http://commoncriteriaportal.org:443/files/epfiles/2020-17-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,"Data Protection","HEDES v1.0","HumaneSystem Co., Ltd",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,03/17/2021,03/17/2026,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-14 HEDES v1.0(eng) V1.00.pdf",http://commoncriteriaportal.org:443/files/epfiles/hds_st_005(eng).pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,"Data Protection","ShadowCube V7.0","Duruan Co., Ltd",KR,NULL,"KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1",NULL,03/09/2021,03/09/2026,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-10 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/ShadowCube V7.0 Security Target V1.9.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,"Data Protection","CipherDrive v1.2.2","KLC Group LLC",CA,NULL,CPP_FDE_AA_V2.0E,NULL,02/17/2021,02/17/2026,"http://commoncriteriaportal.org:443/files/epfiles/511-LSS CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.1.pdf",01/20/2023,"CipherDrive v1.2.3","http://commoncriteriaportal.org:443/files/epfiles/511-LSS MR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.3.pdf",NULL,NULL,NULL
84,"Data Protection","CipherDrive v1.2.2","KLC Group LLC",CA,NULL,CPP_FDE_AA_V2.0E,NULL,02/17/2021,02/17/2026,"http://commoncriteriaportal.org:443/files/epfiles/511-LSS CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,"Data Protection","DiskCrypt M10 (Enterprise) Version M321P32J1E1","ST Engineering Electronics",SG,EAL2,NULL,NULL,02/01/2021,02/01/2026,"http://commoncriteriaportal.org:443/files/epfiles/DiskCrypt M10 (Enterprise) Certification Report v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M10 (Enterprise) v1.0 17Feb2020.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,"Data Protection","KSignSecureDB V3.6","KSign Co., LTD.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,12/03/2020,12/03/2025,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1059-2020_KSignSecureDB V3.6.pdf","http://commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.6 Security Target V1.10.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,"Data Protection","CubeOne V2.5 SP1","eGlobal Systems Co., Ltd",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,11/26/2020,11/26/2025,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-20-68 CubeOne V2.5 SP1(eng) V1.00.pdf",http://commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.3_SP1_ENG.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,"Data Protection","ZoneCentral version 6.2, build 3030","PrimX Technologies",FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",NULL,NULL,10/23/2020,10/23/2025,http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_31fr.pdf,http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_31fr.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,"Data Protection","McAfee Change Control and Application Control 8.3.0 with ePolicy Orchestrator 5.10.0","McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",NULL,NULL,10/16/2020,10/16/2025,"http://commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 ST McAfee ACCC 8.3.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,"Data Protection","EdgeDB v4.0","SECUCEN Co., Ltd.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,10/06/2020,10/06/2025,"http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-60] Certifiation Report(EdgeDB v4.0).pdf","http://commoncriteriaportal.org:443/files/epfiles/EdgeDB v4.0_Security_Target(ST)_Public_v1.5.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,"Data Protection","MagicDBPlus v2.0","Dreamsecurity Co., Ltd.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,09/08/2020,09/08/2025,"http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-56] Certifiation Report(MagicDBPlus v2.0).pdf",http://commoncriteriaportal.org:443/files/epfiles/MagicDBPlus_v2.0_ST_v1.3_En.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,"Data Protection","Youwipe Erasure Tool 4 with WipeCenter 4","AllWipe Oy Ltd.",NL,"EAL3+,ALC_FLR.1",NULL,NULL,08/12/2020,08/12/2025,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0114526-CR.pdf,http://commoncriteriaportal.org:443/files/epfiles/YouWipe_Common_Criteria_EAL3_ST_V6.0.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,"Data Protection","Amaris Data Diode for Air Gap (ADD-GAP) v2.0.112","Advanced Product Design Sdn. Bhd.",MY,EAL2,NULL,NULL,06/25/2020,06/24/2025,http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C110-CR-v1.pdf,"http://commoncriteriaportal.org:443/files/epfiles/Amaris Data Diode For Air Gap (ADD-GAP) Security Target-1.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,"Data Protection","TZ v2.4","Tecnobit, grupo Oesia",ES,"EAL2+,ALC_FLR.1",NULL,NULL,06/12/2020,06/12/2025,http://commoncriteriaportal.org:443/files/epfiles/2018-54-INF-3132.pdf,http://commoncriteriaportal.org:443/files/epfiles/2018-54-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,"Data Protection","Blancco Drive Eraser v6.9.1","Blancco Technology Group",AU,EAL2,NULL,NULL,06/05/2020,06/05/2025,"http://commoncriteriaportal.org:443/files/epfiles/ACSC Certifcation Report EFT-T008 Blancco Drive Eraser EAL2.pdf","http://commoncriteriaportal.org:443/files/epfiles/Blancco Drive Eraser v6.9.1 ST v6.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,"Data Protection","D'Guard v3.0","INEB Inc.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,05/20/2020,05/20/2025,"http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-30] Certifiation Report(D'Guard v3.0).pdf",http://commoncriteriaportal.org:443/files/epfiles/D'Guard_v3.0_ST_EN_v1.5.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,"Data Protection","BooleBox On Premises V 4.2","Boole Server S.r.l.",IT,"EAL2+,ALC_FLR.2",NULL,NULL,04/23/2020,04/23/2025,http://commoncriteriaportal.org:443/files/epfiles/rc_boolebox_42_v1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_boolebox_42_v1.5.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,"Data Protection","Petra Cipher V3.2","SINSIWAY Co., LTD.",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,04/02/2020,04/02/2025,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_ST_EN.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,"Data Protection","Samsung SDS Database Encryption v1.0","Samsung SDS Co., Ltd",KR,NULL,"KECS-PP-0820A-2017 DB ENCRYPTION V1.1",NULL,03/03/2020,03/03/2025,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_ST_EN.PDF,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,"Data Protection","Hancom xDB V2.8","Hancom With Inc.",KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,11/15/2019,11/15/2024,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-69 Hancom xDB V2.8(eng).pdf","http://commoncriteriaportal.org:443/files/epfiles/Hancom xDB V2.8_Security Target(ST)_v1.10.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,"Data Protection","Document Security V5.0","SoftCamp Co., Ltd.",KR,NULL,"KECS-PP-0821-2017 DOCUMENT ENCRYPTION V1.0",NULL,11/05/2019,11/05/2024,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_ST_EN.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,"Data Protection","Document SAFER Blue 2","Mark Any.",KR,NULL,"KECS-PP-0821-2017 DOCUMENT ENCRYPTION V1.0",NULL,09/26/2019,09/26/2024,"http://commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf","http://commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,"Data Protection","KSignSecureDB V3.5","KSign Co., LTD.",KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,08/27/2019,08/27/2024,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-51 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.5 Security Target V1.7.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,"Data Protection","Cohesity DataPlatform and DataProtect V6.0.1","Cohesity Inc.",MY,"EAL2+,ALC_FLR.1",NULL,NULL,08/19/2019,08/19/2024,http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf,http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf,05/18/2020,"Cohesity DataPlatform & DataProtect v6.3.1e",http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-M013-AMR-v1.pdf,http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_05082020_v1.3.pdf,NULL,NULL,NULL
105,"Data Protection","Cohesity DataPlatform and DataProtect V6.0.1","Cohesity Inc.",MY,"EAL2+,ALC_FLR.1",NULL,NULL,08/19/2019,08/19/2024,http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf,http://commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,"Data Protection","D&rsquo;Amo v4.0","PENTA SECURITY SYSTEMS INC.",KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,06/25/2019,07/25/2024,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_CR_EN.pdf,http://commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_ST_EN.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,"Data Protection","McAfee Data Loss Prevention 11.1 with ePolicy Orchestrator 5.10","McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",NULL,NULL,05/14/2019,05/14/2024,"http://commoncriteriaportal.org:443/files/epfiles/383-4-477 CR v1.0e.pdf","http://commoncriteriaportal.org:443/files/epfiles/383-4-477 MFE DLP 11-1 ST 10 (190508).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,"Data Protection","WipeDrive v9.1","WhiteCanyon Software",IT,"EAL2+,ALC_FLR.2,ASE_TSS.2",NULL,NULL,03/27/2019,03/27/2024,http://commoncriteriaportal.org:443/files/epfiles/cr_wipedrive_91_v1.0_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_wipedrive_91_v1.3.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,"Data Protection","CryptoFlow Net Creator v5.3 Software with CEP220, CEP250, CEP300, CEP420, and CEP520 running CEP v5.3 Firmware","Certes Network, Inc.",IT,"EAL4+,ALC_FLR.3",NULL,NULL,03/13/2019,03/13/2024,http://commoncriteriaportal.org:443/files/epfiles/cr_cryptoflow_53_v1.0_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_cyptoflow_53_v0.7.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,"Data Protection","SafeDB V4.0",INITECH,KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,03/11/2019,03/11/2024,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-14 SafeDB V4.0(eng).pdf",http://commoncriteriaportal.org:443/files/epfiles/CCP.C_SB40_Security_Target_V1.6.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,"Data Protection","CubeOne V2.5","eGlobal Systems Co., Ltd",KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,03/04/2019,03/04/2024,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-12 CubeOne V2.5(eng).pdf",http://commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.2_ENG.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,"Data Protection","PrivacyDB V2.0","OWL Systems Inc.",KR,NULL,"KECS-PP-0820-2017 DB ENCRYPTION V1.0",NULL,02/21/2019,02/21/2024,"http://commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-06 Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/0.[OWL] Security Target(ST)_V1.10_(19.01.11).pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,"Data Protection","DiskCrypt M100 &#x28;Enterprise&#x29; ID&#x3a;9910-8000-1239 Ver&#x3a;M253P15AO206","ST Engineering Electronics",SG,EAL2,NULL,NULL,02/01/2019,07/23/2023,"http://commoncriteriaportal.org:443/files/epfiles/[CER] DC CERTIFICATION REPORT v2.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M100 (Enterprise) v2.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,"Data Protection","McAfee Policy Auditor 6.4 with ePolicy Orchestrator 5.10","McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",NULL,NULL,11/05/2018,11/05/2023,"http://commoncriteriaportal.org:443/files/epfiles/383-4-455 CR v1.1.pdf","http://commoncriteriaportal.org:443/files/epfiles/McAfee PA 64 EAL2 ST 10.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,"Data Protection","NetIQ® Sentinel 8.1 - Sentinel Server v.8.1.0.1.4309, Data Collector v.8.1.0.1.4309, Correlation Engine v.8.1.0.1.4309","NetIQ Corporation",SE,"EAL3,ALC_FLR.1",NULL,NULL,10/12/2018,10/12/2023,"http://commoncriteriaportal.org:443/files/epfiles/Certification Report NetIQ Sentinel.pdf","http://commoncriteriaportal.org:443/files/epfiles/Sentinel 8.1 ST v2.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,"Data Protection","Good Work System","Good Technology, Inc.",NO,"EAL4+,ALC_FLR.1",NULL,NULL,12/09/2015,NULL,http://commoncriteriaportal.org:443/files/epfiles/20151209_S-063_CR_v.1.0_GoodWork.pdf,"http://commoncriteriaportal.org:443/files/epfiles/ST GW_Release_1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,Databases,"Huawei GaussDB(openGauss) Database Management System (DBMS) V500R001C20SPC100+V500R001C20HP1015","Huawei Technologies Co., Ltd.",NL,"EAL4+,ALC_FLR.2",DBMS_PP,NULL,08/31/2022,08/31/2027,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0392006-cr-final.pdf,http://commoncriteriaportal.org:443/files/epfiles/huawei-gaussdb-kernel-v500r001c20spc100-security-target-v0.18.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,Databases,"Microsoft SQL Server 2019 Database Engine Enterprise Edition x64 (English), version 15.0.4178.1","Microsoft Corporation",ES,"EAL4+,ALC_FLR.3","DBMS_PP_EP_AH,DBMS_PPV2.12",NULL,04/19/2022,04/19/2027,http://commoncriteriaportal.org:443/files/epfiles/2019-45-INF-3781.pdf,http://commoncriteriaportal.org:443/files/epfiles/2019-45-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,Databases,"Huawei GaussDB 200 version 6.5.1 build e3690037","Huawei Technologies Co., Ltd.",ES,"EAL2+,ALC_FLR.2",DBMS_PP,NULL,03/22/2022,03/22/2027,http://commoncriteriaportal.org:443/files/epfiles/2019-32-INF-3664.pdf,http://commoncriteriaportal.org:443/files/epfiles/2019-32-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,Databases,"Oracle Database 19c Enterprise Edition (with Database Vault, Multitenant and Label Security)","Oracle Corporation",SE,"EAL2,ALC_FLR.2",DBMS_PPV2.12,NULL,06/24/2021,06/24/2026,"http://commoncriteriaportal.org:443/files/epfiles/Certification Report OracleDB19c.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST Oracle DB19.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,Databases,"Crunchy Certified PostgreSQL 12.5","Crunchy Data Solutions Inc.",CA,"EAL2+,ALC_FLR.2",DBMS_PPV2.12,NULL,03/16/2021,03/16/2026,"http://commoncriteriaportal.org:443/files/epfiles/516 LSS CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/Security Target - Crunchy Certified PostgreSQL 12 - v1.8 - 515-LSS.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
